State_Code,Account_Length_Months,Area_Code,Intl_Plan,VM_Plan,VM_Messages,Avg_Day_Minutes,Avg_Day_Calls,Avg_Day_Charge,Avg_Eve_Minutes,Avg_Eve_Calls,Avg_Eve_Charge,Avg_Night_Minutes,Avg_Night_Calls,Avg_Night_Charge,Avg_Intl_Minutes,Avg_Intl_Calls,Avg_Intl_Charge,Customer_Service_Calls,Churn
MN,36,510,0,0,0,189.95,73,34.99,165.87,104,19.39,210.84,72,10.55,10.92,2,2.86,0,0
NJ,114,408,0,0,0,151.14,161,27.84,231.34,80,27.04,98.13,117,4.91,9.09,11,2.37,2,0
AR,100,510,0,0,0,125.3,92,23.08,119.26,59,13.94,172.35,81,8.62,8.16,4,2.13,1,0
GA,114,415,0,0,0,167.89,80,30.92,182.05,92,21.28,209.62,141,10.49,14.49,6,3.78,2,0
AR,84,415,0,0,0,220.65,140,40.65,176.16,124,20.58,167.19,130,8.36,0,0,0,1,0
UT,114,415,0,0,0,91.57,125,16.87,267.77,91,31.3,195.85,100,9.79,16.68,9,4.36,1,0
OK,55,415,0,0,0,220.22,85,40.56,246.67,119,28.84,121.82,51,6.09,10.81,1,2.82,3,0
ND,81,415,0,1,36,125.3,127,23.08,253.52,101,29.63,258.23,95,12.92,13.45,7,3.51,3,0
KY,128,510,0,1,29,193.84,110,35.7,242.06,91,28.29,327.09,82,16.36,9.89,8,2.58,0,0
WA,78,408,0,0,0,117.41,115,21.62,224.91,133,26.29,225.42,124,11.28,9.09,6,2.37,1,1
KS,53,510,0,1,37,180.86,105,33.31,208.63,105,24.39,239.7,118,11.99,13.8,10,3.6,2,0
OK,74,408,0,0,0,153.41,109,28.25,215.38,116,25.18,213.87,124,10.69,12.54,12,3.27,1,0
VT,58,415,0,0,0,267.24,123,49.22,325.42,109,38.03,106.73,99,5.33,10.7,2,2.79,2,1
ID,95,408,0,0,0,205.62,126,37.87,168.34,74,19.67,183.8,127,9.2,16.1,7,4.2,0,0
SC,34,510,0,0,0,134.92,87,24.86,302.39,104,35.35,315.44,82,15.78,11.5,4,3,2,0
SD,110,415,0,0,0,262.16,117,48.29,173.91,148,20.33,186.43,91,9.32,8.97,3,2.34,4,0
TX,162,408,0,0,0,199.46,125,36.75,240.02,101,28.06,182.78,87,9.14,13.34,3,3.48,1,0
UT,148,408,0,0,0,269.95,97,49.72,198.34,95,23.18,237.16,93,11.86,12.08,1,3.16,1,0
WA,105,415,0,0,0,109.62,51,20.19,170.48,126,19.92,262.48,56,13.12,14.03,2,3.66,1,0
AK,83,408,1,0,0,213.62,111,39.35,190.2,102,22.23,128.41,106,6.43,10.58,1,2.76,3,1
WV,102,415,0,1,32,146.7,115,27.02,231.99,142,27.11,162.53,132,8.13,14.95,8,3.9,1,0
CO,171,510,0,1,17,202.05,100,37.21,257.17,146,30.06,203.44,68,10.17,6.67,3,1.74,1,0
MN,43,415,0,0,0,216.11,115,39.8,309.03,85,36.11,182.89,109,9.15,13,8,3.39,1,0
CA,151,415,1,0,0,235.68,60,43.41,122.58,93,14.32,272.61,100,13.63,14.26,1,3.72,0,1
VA,135,415,0,0,0,210.59,103,38.8,252.13,125,29.47,176.61,133,8.84,12.65,3,3.3,1,0
GA,91,415,0,0,0,151.14,116,27.84,168.23,96,19.67,221.37,129,11.07,15.64,4,4.08,3,0
CT,124,415,0,0,0,163.89,126,30.19,212.27,98,24.81,175.59,96,8.78,13.34,3,3.48,3,0
IN,144,415,1,0,0,162.16,73,29.87,306.35,77,35.81,193.01,128,9.66,10.81,16,2.82,0,0
SC,185,415,0,1,19,170.05,130,31.32,276.13,100,32.27,192.81,113,9.65,11.04,7,2.88,0,0
CA,158,510,0,0,0,168.54,130,31.04,240.24,119,28.08,223.8,123,11.2,9.89,9,2.58,2,0
NV,122,408,0,0,0,320.43,105,59.02,230.16,94,26.91,135.59,113,6.79,13.11,3,3.42,4,1
VA,1,415,0,0,0,210.81,86,38.83,285.24,130,33.34,216.61,140,10.84,12.76,7,3.33,0,0
ME,77,415,0,0,0,239.78,89,44.17,177.87,132,20.79,212.86,76,10.65,15.18,4,3.96,1,0
OH,157,415,1,0,0,195.03,130,35.93,207.88,104,24.3,230.18,93,11.51,9.66,6,2.52,0,0
NV,119,510,0,0,0,167.03,137,30.77,207.45,92,24.25,183.19,153,9.16,15.41,3,4.02,2,0
SD,85,408,0,1,33,224.76,101,41.4,250.2,93,29.25,224.1,97,11.21,15.52,3,4.06,1,0
FL,97,415,0,0,0,182.27,92,33.57,277.74,111,32.46,283.34,130,14.17,8.4,4,2.19,1,0
WI,132,415,0,0,0,149.95,107,27.62,275.92,90,32.25,167.7,97,8.38,8.97,1,2.34,2,0
NE,108,408,0,1,35,233.41,112,42.99,214.95,113,25.12,197.87,113,9.89,17.82,8,4.66,0,0
IL,159,510,0,0,0,214.92,113,39.59,209.48,96,24.49,216,127,10.8,18.97,8,4.96,5,0
MD,176,415,0,0,0,271.24,115,49.96,183.66,106,21.47,150.48,90,7.53,11.04,7,2.88,2,0
MA,100,510,0,1,38,242.92,128,44.75,315.03,139,36.82,293.67,64,14.69,11.27,7,2.94,0,0
NM,90,415,0,0,0,82.27,128,15.16,311.06,77,36.37,239.9,94,12,12.42,3,3.24,0,0
MI,117,510,0,1,25,233.51,148,43.01,240.13,73,28.07,271.29,118,13.57,13.57,4,3.54,0,0
SC,153,408,0,0,0,167.14,59,30.78,281.81,89,32.95,372.35,94,18.63,17.82,2,4.66,1,0
ID,98,408,0,0,0,174.05,124,32.06,204.55,120,23.91,230.58,119,11.54,13.92,4,3.63,4,0
TN,60,408,0,0,0,273.19,103,50.32,236.91,128,27.69,111.29,106,5.57,14.26,4,3.72,2,0
ME,89,415,0,0,0,88.97,82,16.39,179.16,85,20.94,197.16,74,9.86,8.28,4,2.16,1,0
CT,108,510,0,0,0,266.16,108,49.02,216.88,142,25.34,182.38,100,9.12,10.81,6,2.82,1,0
MD,33,415,0,0,0,199.35,118,36.72,218.38,116,25.52,240.41,106,12.02,10.7,6,2.79,3,0
TX,138,510,0,0,0,222.59,102,41,275.49,100,32.2,211.65,67,10.58,13.92,9,3.63,0,0
NY,83,408,0,0,0,52.32,111,9.64,149.69,91,17.49,156.05,85,7.8,13.22,4,3.46,2,0
NH,136,408,0,0,0,298.7,100,55.02,242.17,132,28.31,224.2,92,11.21,8.28,1,2.16,1,1
DE,118,408,0,0,0,204.11,64,37.6,232.95,68,27.23,222.89,106,11.14,9.43,8,2.46,4,0
SD,143,415,0,0,0,128.76,124,23.72,308.28,144,36.03,225.82,106,11.3,14.03,4,3.66,0,0
OH,63,415,0,0,0,129.84,109,23.92,192.02,140,22.44,128.91,87,6.45,7.24,4,1.89,1,0
RI,88,415,1,0,0,254.16,104,46.82,269.81,84,31.53,289.52,80,14.49,8.28,2,2.16,4,1
MO,118,510,0,1,31,244.97,105,45.12,176.69,144,20.66,191.7,127,9.59,11.73,6,3.06,3,0
MD,152,415,0,0,0,204.86,115,37.74,234.02,73,27.35,294.78,86,14.74,12.65,2,3.3,3,0
MD,116,510,0,0,0,148.54,134,27.36,128.58,100,15.03,131.95,68,6.6,14.26,2,3.72,3,0
NH,55,415,0,0,0,142.7,109,26.29,299.6,121,35.02,182.28,78,9.12,15.52,4,4.06,0,0
NJ,94,415,0,0,0,205.84,97,37.92,98.58,113,11.52,227.65,114,11.39,15.64,19,4.08,2,0
RI,136,415,0,0,0,272.86,78,50.26,179.91,86,21.03,251.44,116,12.57,12.3,3,3.21,2,0
GA,86,415,0,1,23,267.68,69,49.3,273.99,110,32.02,151.9,146,7.6,8.4,6,2.19,3,0
MD,87,510,1,0,0,145.08,85,26.72,176.8,75,20.67,175.29,108,8.77,12.3,6,3.21,0,0
MI,94,510,0,1,28,252.11,93,46.43,121.4,108,14.19,119.49,75,5.98,18.52,4,4.83,0,0
MO,74,415,0,0,0,111.03,94,20.45,159.98,106,18.7,190.48,121,9.52,12.65,6,3.3,0,0
CT,75,408,0,0,0,247.78,63,45.64,153.01,113,17.89,295.29,115,14.77,9.78,6,2.56,0,0
MO,98,510,0,0,0,180.54,64,33.25,134.05,69,15.66,265.82,106,13.29,10.24,2,2.67,1,0
SC,103,415,0,1,31,200.43,111,36.92,211.73,133,24.75,148.96,116,7.45,16.68,4,4.36,2,0
IN,183,415,0,0,0,126.16,98,23.24,229.09,119,26.77,217.01,118,10.85,11.16,7,2.91,2,0
PA,70,415,0,1,24,269.73,107,49.69,278.28,104,32.52,225.52,72,11.28,11.27,4,2.94,1,0
VA,170,408,0,1,22,187.68,70,34.57,152.37,88,17.81,158.48,98,7.92,5.98,3,1.56,1,0
WV,49,415,0,0,0,185.41,91,34.16,202.3,90,23.65,157.06,87,7.86,9.78,2,2.56,2,0
IL,177,408,0,0,0,189.62,105,34.93,166.41,88,19.45,181.67,91,9.08,13.22,3,3.46,1,0
DE,157,415,0,0,0,211.89,78,39.03,228.66,102,26.73,199.29,86,9.97,9.09,7,2.37,1,0
MD,36,415,0,0,0,254.16,103,46.82,210.88,110,24.65,262.99,116,13.16,8.05,8,2.1,3,0
CT,120,510,0,0,0,214.92,59,39.59,246.56,77,28.82,121.32,86,6.07,11.38,3,2.97,2,0
AK,84,415,0,0,0,183.68,102,33.83,203.91,109,23.84,190.38,87,9.52,9.89,2,2.58,2,0
MT,72,408,0,0,0,158.92,84,29.27,173.91,109,20.33,164.96,85,8.25,12.08,4,3.16,1,0
NH,21,415,0,1,19,143.46,100,26.43,219.23,107,25.62,156.66,82,7.83,14.84,8,3.87,3,0
TN,113,415,0,0,0,233.41,99,42.99,257.27,90,30.07,158.68,130,7.93,5.64,6,1.47,3,0
CO,102,408,0,0,0,265.3,87,48.87,278.92,131,32.61,197.57,87,9.88,12.08,3,3.16,3,1
CT,163,415,0,1,30,211.03,130,38.87,135.44,122,15.83,223.8,95,11.2,10.35,6,2.7,5,1
AZ,87,510,0,0,0,321.51,67,59.22,126.87,114,14.82,245.37,76,12.27,12.65,2,3.3,2,1
IL,79,510,0,0,0,158.92,76,29.27,177.55,108,20.75,246.28,113,12.31,9.66,10,2.52,1,0
KY,63,415,0,0,0,154.05,98,28.38,223.2,108,26.1,231.8,127,11.59,8.62,2,2.26,2,0
KS,50,415,0,1,35,208.22,103,38.35,144.87,107,16.93,218.94,107,10.95,9.09,2,2.37,2,0
CA,81,408,0,0,0,135.24,109,24.91,224.59,109,26.26,188.56,82,9.43,13.57,1,3.54,1,0
WY,69,415,0,0,0,226.59,100,41.74,206.91,112,24.18,242.94,95,12.16,14.26,4,3.72,0,0
OK,183,510,0,0,0,117.08,92,21.56,196.73,123,23,178.84,115,8.95,15.52,2,4.06,0,0
AZ,85,415,0,0,0,254.92,116,46.96,168.44,100,19.69,190.58,105,9.53,13.8,3,3.6,0,0
OH,171,415,0,0,0,249.95,143,46.03,202.2,78,23.63,209.52,131,10.48,14.14,1,3.69,1,0
RI,85,510,1,0,0,233.51,77,43.01,201.66,124,23.58,148.96,104,7.45,4.14,8,1.08,2,0
NE,101,415,0,0,0,278.16,89,51.23,198.02,122,23.15,110.28,115,5.51,15.52,8,4.06,0,0
MO,122,415,0,0,0,194.59,93,35.84,155.37,82,18.17,236.66,127,11.84,13.22,7,3.46,2,0
ME,129,510,0,1,27,212.54,94,39.15,193.52,101,22.62,248.1,88,12.41,7.59,6,1.98,1,0
AK,81,510,0,0,0,208,84,38.31,227.91,112,26.64,247.9,88,12.4,9.55,6,2.49,1,0
OR,76,510,0,1,33,205.08,70,37.78,228.02,69,26.66,167.8,114,8.4,11.5,6,3,1,0
NC,109,415,0,0,0,216.32,76,39.85,322.42,127,37.69,238.99,72,11.95,13.68,6,3.57,0,0
MN,94,415,0,0,0,92.86,120,17.1,242.92,96,28.39,283.14,116,14.16,17.94,18,4.68,0,0
ND,133,510,0,0,0,186.16,86,34.29,230.27,130,26.92,186.63,95,9.33,12.76,7,3.33,3,0
TX,107,510,0,0,0,278.59,104,51.32,167.69,89,19.6,105.72,130,5.29,11.27,3,2.94,1,0
FL,93,510,0,0,0,354.7,112,65.34,162.55,94,18.99,307.34,121,15.37,10,3,2.61,1,1
AK,105,510,0,1,15,95.24,133,17.55,188.48,150,22.03,273.32,90,13.67,11.16,1,2.91,2,0
OK,71,415,0,0,0,121.19,129,22.33,169.19,91,19.77,275.04,110,13.75,12.76,6,3.33,0,0
CO,57,510,0,0,0,178.49,97,32.88,258.02,59,30.16,280.51,106,14.03,10.92,3,2.86,2,0
DC,147,415,0,1,38,263.14,134,48.47,293.38,115,34.29,286.48,96,14.33,16.22,9,4.23,2,0
IN,138,408,0,0,0,195.14,87,35.95,259.74,109,30.35,247.49,94,12.38,11.84,8,3.09,2,0
NM,83,415,0,0,0,250.05,106,46.06,225.45,89,26.35,220.15,112,11.01,14.26,2,3.72,3,0
WY,164,510,0,1,27,172.65,108,31.8,180.87,120,21.14,247.19,134,12.36,11.04,10,2.88,3,0
IL,35,510,0,1,37,195.89,81,36.08,190.3,104,22.25,230.89,144,11.55,5.75,3,1.5,2,0
DC,95,510,0,0,0,62.92,102,11.58,216.56,133,25.31,213.16,103,10.66,11.96,6,3.12,0,0
ME,163,408,0,1,40,250.7,59,46.17,226.95,96,26.52,271.9,78,13.6,14.14,3,3.69,2,0
MN,122,415,1,0,0,182.49,91,33.62,254.6,104,29.76,206.89,99,10.34,6.1,10,1.59,1,0
UT,104,415,0,0,0,328.65,150,60.54,282.99,134,33.08,139.85,110,6.99,8.28,4,2.16,0,1
MO,38,408,0,0,0,141.84,104,26.12,174.55,103,20.41,161.01,112,8.05,9.43,7,2.46,2,0
TN,51,415,0,1,26,256,65,47.16,282.24,103,32.99,183.39,96,9.17,12.88,9,3.36,1,0
OK,67,415,0,0,0,117.95,124,21.73,232.95,131,27.23,190.78,149,9.54,14.72,7,3.84,0,0
AL,78,415,0,0,0,111.89,122,20.62,126.33,108,14.76,203.54,99,10.19,13.8,3,3.6,4,1
NV,68,510,0,0,0,270.16,135,49.76,272.7,125,31.87,276.66,104,13.83,10.24,7,2.67,2,1
SC,5,415,0,0,0,215.35,112,39.66,200.7,13,23.46,216.71,90,10.84,15.3,3,3.99,3,0
MN,68,415,0,0,0,249.84,60,46.02,164.37,58,19.21,193.72,130,9.69,11.04,4,2.88,3,0
CO,106,415,0,0,0,139.03,88,25.61,143.58,121,16.78,213.27,119,10.67,13.11,2,3.42,0,0
AZ,105,510,0,0,0,245.84,128,45.28,287.71,94,33.62,145.11,87,7.26,14.95,4,3.9,1,0
KY,106,510,1,0,0,212.65,106,39.17,225.24,115,26.33,176,88,8.8,8.97,1,2.34,4,1
UT,46,415,0,0,0,249.41,124,45.94,199.52,89,23.33,184.51,115,9.23,10.58,4,2.76,2,0
VA,95,415,0,0,0,290.81,127,53.57,250.42,127,29.26,181.57,64,9.08,8.4,4,2.19,2,1
CO,63,408,0,0,0,126.59,125,23.32,267.45,95,31.27,164.25,89,8.22,12.76,4,3.33,3,0
TX,74,415,0,0,0,115.03,89,21.19,150.23,110,17.56,92.05,86,4.6,13.11,3,3.42,1,0
WI,145,415,0,0,0,190.05,94,35.01,293.92,126,34.36,229.47,73,11.48,14.26,4,3.72,1,0
OH,122,415,0,0,0,128.97,99,23.76,239.92,109,28.04,214.58,129,10.74,10,4,2.61,2,0
UT,110,415,0,0,0,161.3,136,29.71,120.87,107,14.13,158.28,117,7.91,14.03,4,3.66,1,0
WY,114,415,0,0,0,207.03,93,38.14,187.73,83,21.94,223.09,125,11.15,0,0,0,0,0
MT,25,415,0,0,0,123.68,121,22.78,215.48,103,25.18,241.42,128,12.08,13.34,4,3.48,3,0
MN,78,510,0,1,26,204.32,104,37.64,205.41,71,24,219.75,72,10.98,13,3,3.39,0,0
RI,120,415,0,1,40,138.49,105,25.51,265.42,83,31.02,202.23,128,10.12,17.94,3,4.68,0,0
LA,56,510,0,0,0,177.62,98,32.72,250.42,113,29.26,189.67,110,9.49,13.57,1,3.54,2,0
GA,72,415,0,0,0,194.59,116,35.84,313.64,102,36.66,197.37,121,9.87,12.42,4,3.24,0,0
ND,34,408,0,0,0,163.35,98,30.09,226.84,91,26.51,208.41,76,10.42,11.27,4,2.94,0,0
WI,158,415,0,0,0,232.11,119,42.75,281.7,122,32.93,231.8,72,11.59,13.34,2,3.48,1,0
IL,78,415,0,0,0,314.05,126,57.85,169.73,79,19.83,258.84,107,12.94,9.89,7,2.58,2,1
SD,115,510,0,1,24,153.62,132,28.3,196.52,137,22.97,166.89,121,8.35,11.04,4,2.88,1,0
AL,46,415,0,0,0,134.92,141,24.86,168.55,151,19.7,201.82,76,10.1,9.89,4,2.58,2,0
IN,160,415,0,0,0,190.49,95,35.08,210.02,122,24.55,267.24,100,13.37,10.58,4,2.76,1,0
WA,78,415,0,0,0,94.81,78,17.46,230.16,61,26.91,203.85,155,10.2,12.42,7,3.24,1,0
OK,63,415,0,1,26,231.57,85,42.65,271.1,161,31.69,158.38,115,7.92,11.84,2,3.09,2,0
MA,131,415,0,1,39,74.7,129,13.76,108.55,144,12.69,106.13,99,5.31,10.46,4,2.73,0,0
IA,121,415,0,0,0,194.59,123,35.84,210.45,119,24.59,283.85,100,14.19,11.62,6,3.03,2,0
AR,64,510,0,1,40,227.03,123,41.82,249.34,94,29.15,170.94,99,8.55,6.79,4,1.77,8,0
LA,123,408,0,0,0,172,100,31.69,258.88,126,30.27,204.96,127,10.25,7.48,1,1.96,1,0
MN,88,510,0,0,0,142.16,105,26.19,187.3,136,21.9,186.53,88,9.33,9.09,2,2.37,5,1
CA,103,415,0,1,18,162.05,89,29.85,183.12,89,21.41,173.67,118,8.69,13.22,8,3.46,0,1
MT,114,510,0,0,0,185.95,154,34.25,296.17,107,34.61,196.15,106,9.81,11.62,10,3.03,1,0
KY,86,415,0,1,34,139.89,108,25.77,286.21,110,33.45,156.76,106,7.84,10.7,18,2.79,0,0
HI,66,510,0,0,0,166.49,141,30.67,213.13,128,24.92,153.82,106,7.7,10.92,3,2.86,4,1
NV,52,415,0,0,0,179.35,129,33.03,227.38,113,26.58,204.66,99,10.23,9.55,3,2.49,1,0
MO,165,415,0,0,0,224.54,116,41.36,176.59,100,20.64,55.19,96,2.76,9.09,3,2.37,0,0
NY,85,510,0,0,0,250.92,138,46.22,161.48,79,18.88,257.11,81,12.86,14.95,3,3.9,0,0
AR,93,415,0,0,0,205.62,72,37.87,280.95,68,32.84,131.65,97,6.58,10.12,4,2.64,0,0
WI,88,408,0,1,45,86.81,148,15.99,164.27,107,19.2,313.11,130,15.66,14.72,3,3.84,2,0
MN,160,408,0,1,37,194.38,110,35.81,155.16,122,18.14,211.75,94,10.59,12.76,9,3.33,3,0
GA,142,510,0,1,40,249.41,107,45.94,275.17,93,32.17,267.24,97,13.37,7.36,3,1.92,1,0
NE,66,415,0,0,0,180.86,97,33.31,246.45,72,28.81,194.13,125,9.71,12.19,6,3.18,1,1
MO,190,408,0,0,0,196.97,107,36.28,227.49,101,26.6,235.95,130,11.81,10.7,4,2.79,2,0
WV,98,415,0,0,0,78.7,113,14.5,199.73,109,23.34,177.52,116,8.88,12.08,4,3.16,3,0
VA,60,415,0,0,0,224.65,116,41.38,132.33,119,15.47,295.29,122,14.77,6.56,10,1.71,0,0
MD,94,415,0,0,0,150.7,101,27.76,170.48,97,19.92,129.82,136,6.49,8.86,3,2.31,0,0
KS,62,415,0,0,0,106.92,109,19.69,145.08,129,16.96,239.59,87,11.99,14.03,1,3.66,1,0
ID,109,415,0,0,0,181.62,109,33.45,204.45,106,23.9,199.39,69,9.97,8.16,4,2.13,0,0
WA,121,408,0,1,12,137.51,59,25.32,258.88,121,30.27,178.84,89,8.95,15.18,3,3.96,3,0
NY,135,510,0,0,0,194.7,119,35.87,275.6,94,32.21,133.27,117,6.66,13.11,8,3.42,1,0
RI,5,408,0,0,0,214.81,115,39.57,157.19,91,18.37,219.54,100,10.98,10.92,3,2.86,2,0
HI,67,415,0,0,0,227.78,123,41.96,234.88,91,27.45,181.97,88,9.11,8.28,7,2.16,1,0
MA,90,415,0,0,0,217.19,98,40,176.05,96,20.58,252.15,104,12.62,10.24,8,2.67,1,0
NC,131,408,0,0,0,118.38,101,21.81,355.85,51,41.6,261.87,114,13.1,7.59,8,1.98,1,0
CO,87,415,0,0,0,191.57,76,35.28,266.7,111,31.18,203.34,92,10.17,9.89,8,2.58,3,0
OH,127,510,1,0,0,261.84,108,48.22,242.27,85,28.32,255.19,101,12.76,15.99,6,4.17,2,1
MN,59,510,0,0,0,205.08,106,37.78,124.19,141,14.51,223.39,122,11.18,8.51,4,2.22,0,0
RI,135,408,1,1,41,187.14,90,34.47,218.48,113,25.54,123.75,82,6.19,16.79,16,4.38,0,1
CO,51,415,1,0,0,166.05,115,30.58,249.56,90,29.17,216.91,97,10.85,16.22,4,4.23,0,1
OK,48,415,0,1,37,149.51,86,27.54,201.02,78,23.5,160,119,8,13.34,1,3.48,2,0
MT,74,415,0,1,25,253.41,120,46.68,284.92,87,33.3,244.46,81,12.22,15.76,4,4.11,0,0
DC,112,415,1,1,16,216.54,76,39.88,211.95,96,24.77,153.01,97,7.65,11.96,3,3.12,1,0
HI,127,415,0,0,0,156.76,112,28.87,246.77,105,28.85,166.99,109,8.35,14.6,3,3.81,1,0
RI,63,415,0,1,25,248.97,87,45.86,177.45,102,20.75,230.58,132,11.54,10.35,2,2.7,1,0
MN,115,510,1,0,0,270.16,101,49.76,259.85,110,30.37,153.62,128,7.69,17.6,7,4.59,1,1
VT,55,415,0,1,37,213.51,94,39.33,245.06,149,28.64,317.37,128,15.87,22.66,2,5.91,1,0
AR,78,415,0,1,21,173.62,90,31.98,239.06,84,27.94,125.57,97,6.28,10.92,1,2.86,2,0
OH,148,408,0,0,0,262.7,122,48.39,205.52,96,24.02,119.29,98,5.97,15.41,6,4.02,2,0
KY,126,415,0,0,0,244.54,93,45.04,150.34,121,17.58,211.54,116,10.58,7.36,2,1.92,0,0
CA,85,415,0,0,0,211.57,110,38.97,195.98,128,22.91,328.81,116,16.44,9.89,10,2.58,0,0
IN,21,510,0,0,0,213.62,111,39.35,221.16,93,25.84,171.75,151,8.59,11.04,2,2.88,3,0
SD,133,408,0,1,49,248,83,45.68,235.2,112,27.5,174.48,122,8.72,13.8,4,3.6,3,0
AZ,137,510,0,1,20,290.27,97,53.47,138.01,128,16.13,148.25,104,7.42,14.6,7,3.81,1,0
HI,87,510,0,0,0,119.89,97,22.08,169.84,122,19.85,210.13,138,10.51,7.13,6,1.86,1,0
SC,116,408,0,0,0,92.76,93,17.09,124.08,119,14.5,198.38,96,9.93,12.65,2,3.3,1,0
IL,101,415,0,0,0,291.57,90,53.71,222.45,91,26.01,216.91,113,10.85,5.18,16,1.36,3,1
AK,1,408,0,1,26,224.86,122,41.42,198.23,120,23.18,179.95,152,9,9.32,10,2.43,1,0
MS,174,408,0,1,33,181.41,97,33.42,219.98,96,25.71,131.65,140,6.58,16.68,4,4.36,4,1
WY,43,510,0,1,39,203.57,115,37.49,179.59,123,21,192.3,97,9.62,17.94,6,4.68,1,0
WA,70,408,0,0,0,160.43,117,29.55,286.21,95,33.45,153.42,107,7.68,10.24,4,2.67,0,0
FL,144,408,0,1,48,205.19,102,37.8,132.23,71,15.46,216.91,112,10.85,7.48,2,1.96,2,1
ID,92,408,0,0,0,200.86,65,37,126.55,139,14.79,260.76,74,13.04,13.57,4,3.54,1,0
FL,114,415,0,1,25,139.46,82,25.69,310.74,116,36.32,179.34,116,8.97,13.34,6,3.48,1,0
FL,67,415,0,0,0,307.57,110,56.66,94.94,75,11.1,173.57,98,8.68,14.38,4,3.76,1,0
CO,78,408,0,0,0,150.49,148,27.71,205.09,120,23.97,290.13,132,14.51,13.57,3,3.54,3,0
PA,44,510,0,0,0,311.46,119,57.37,276.45,97,32.31,194.84,95,9.75,11.73,4,3.06,3,1
NC,66,415,0,1,36,115.35,81,21.25,224.81,82,26.27,192.81,124,9.65,13.92,2,3.63,1,0
VT,98,415,0,1,36,181.62,86,33.45,174.87,132,20.44,174.89,127,8.75,9.2,2,2.4,6,1
NC,20,415,0,0,0,205.41,116,37.83,276.67,89,32.34,183.8,108,9.2,7.24,7,1.89,0,0
NH,55,510,0,0,0,309.95,106,57.09,144.01,128,16.83,195.34,129,9.77,7.94,6,2.07,2,0
DC,161,415,0,0,0,179.68,133,33.09,299.38,83,35,183.29,90,9.17,15.41,7,4.02,1,0
MO,118,408,1,1,39,166.27,112,30.63,132.12,118,15.44,119.29,109,5.97,10.58,7,2.76,1,0
MD,113,415,0,0,0,97.95,138,18.04,182.8,106,21.37,139.14,78,6.96,6.21,10,1.62,1,0
AR,101,415,0,0,0,171.24,98,31.54,201.45,124,23.55,222.48,132,11.13,15.52,4,4.06,4,1
OK,138,408,1,0,0,290.16,86,53.45,186.87,122,21.84,195.95,101,9.8,13.34,4,3.48,1,0
NC,164,408,0,1,25,236.86,93,43.63,162.34,105,18.98,50.73,63,2.53,16.44,7,4.29,1,0
CT,92,415,1,0,0,141.3,120,26.03,279.24,129,32.64,247.29,104,12.37,10.81,2,2.82,2,1
VT,80,415,0,0,0,237.84,121,43.81,222.56,80,26.01,170.53,145,8.53,13.92,3,3.63,2,0
ND,91,415,0,0,0,205.95,136,37.94,220.2,109,25.74,132.35,67,6.62,15.87,6,4.14,0,0
AL,109,415,0,0,0,199.03,152,36.66,226.84,111,26.51,246.08,123,12.3,11.38,2,2.97,1,0
KY,99,415,0,0,0,124.86,80,23.01,233.7,118,27.32,258.13,104,12.91,13.22,8,3.46,7,1
WY,88,408,0,0,0,296.86,111,54.68,172.62,128,20.17,196.86,130,9.85,10.58,4,2.76,2,0
ND,61,408,0,0,0,152.22,134,28.04,227.7,122,26.61,143.49,84,7.18,7.36,6,1.92,4,1
NY,108,415,0,0,0,258.7,108,47.65,239.38,134,27.98,254.58,110,12.73,12.19,7,3.18,0,0
MN,57,415,0,0,0,180.65,109,33.28,201.88,119,23.59,112.81,78,5.64,10.46,2,2.73,1,0
AR,111,415,0,1,21,137.41,100,25.31,244.63,123,28.6,168.81,114,8.44,8.16,3,2.13,1,0
UT,53,415,0,0,0,129.41,120,23.84,203.27,89,23.75,259.44,114,12.98,14.84,8,3.87,2,0
DE,141,415,0,0,0,137.19,104,25.27,192.88,66,22.54,142.58,135,7.14,9.2,2,2.4,1,0
CO,129,510,0,0,0,361.41,125,66.57,205.84,110,24.06,193.42,88,9.67,11.96,7,3.12,0,1
WA,140,415,0,0,0,286.49,106,52.77,158.16,94,18.49,250.84,99,12.55,12.3,3,3.21,1,0
RI,80,510,1,0,0,297.73,94,54.84,200.05,70,23.38,203.85,92,10.2,10.81,2,2.82,0,1
TX,96,415,0,0,0,173.19,124,31.9,286.63,71,33.51,231.39,72,11.57,10.7,6,2.79,2,0
MT,110,510,0,0,0,238.81,106,43.98,299.6,80,35.02,242.84,113,12.14,15.52,10,4.06,1,1
OR,136,408,0,0,0,153.84,84,28.34,169.3,120,19.79,179.75,79,8.99,6.9,12,1.8,2,0
NJ,102,408,0,1,48,144.86,88,26.68,251.06,136,29.35,199.8,113,9.99,8.97,4,2.34,6,1
PA,107,408,0,0,0,124.22,126,22.88,256.85,96,30.01,167.39,118,8.37,14.49,6,3.78,2,0
NE,102,415,0,0,0,201.95,98,37.2,186.12,130,21.75,254.08,138,12.71,11.16,4,2.91,2,0
MI,166,415,1,1,28,190.05,134,35.01,271.74,80,31.77,130.13,76,6.51,13.11,6,3.42,1,0
SD,129,415,1,0,0,289.08,83,53.25,218.81,90,25.58,113.11,154,5.66,6.79,4,1.77,1,0
OR,158,415,0,0,0,240.86,107,44.37,217.52,136,25.43,213.27,112,10.67,7.94,2,2.07,2,0
